Disease|Genes|Count
C0153633|ENSG00000007062;;ENSG00000008405;;ENSG00000019991;;ENSG00000026103;;ENSG00000041982;;ENSG00000044524;;ENSG00000067182;;ENSG00000082898;;ENSG00000087245;;ENSG00000089685;;ENSG00000089692;;ENSG00000091831;;ENSG00000100385;;ENSG00000100462;;ENSG00000100823;;ENSG00000100985;;ENSG00000101017;;ENSG00000103855;;ENSG00000105329;;ENSG00000105388;;ENSG00000105810;;ENSG00000105851;;ENSG00000105976;;ENSG00000106462;;ENSG00000106546;;ENSG00000106799;;ENSG00000106991;;ENSG00000109471;;ENSG00000113302;;ENSG00000113575;;ENSG00000113851;;ENSG00000119383;;ENSG00000120217;;ENSG00000120899;;ENSG00000121671;;ENSG00000121858;;ENSG00000123374;;ENSG00000123496;;ENSG00000126432;;ENSG00000128052;;ENSG00000128274;;ENSG00000128602;;ENSG00000130816;;ENSG00000131203;;ENSG00000131747;;ENSG00000131759;;ENSG00000134853;;ENSG00000135047;;ENSG00000135446;;ENSG00000138413;;ENSG00000139193;;ENSG00000141510;;ENSG00000141542;;ENSG00000141736;;ENSG00000142192;;ENSG00000142208;;ENSG00000142627;;ENSG00000146648;;ENSG00000149311;;ENSG00000150093;;ENSG00000153208;;ENSG00000157404;;ENSG00000163131;;ENSG00000164305;;ENSG00000164342;;ENSG00000164362;;ENSG00000164733;;ENSG00000166402;;ENSG00000166501;;ENSG00000167900;;ENSG00000168398;;ENSG00000168610;;ENSG00000169710;;ENSG00000171855;;ENSG00000173273;;ENSG00000178562;;ENSG00000182054;;ENSG00000183044;;ENSG00000185499;;ENSG00000196230;;ENSG00000196352;;ENSG00000196411;;ENSG00000196557;;ENSG00000196562;;ENSG00000197122;;ENSG00000198223;;ENSG00000198900;;ENSG00000198910;;ENSG00000239732|89
C0155877|ENSG00000006432;;ENSG00000006638;;ENSG00000007171;;ENSG00000007908;;ENSG00000010610;;ENSG00000012779;;ENSG00000041982;;ENSG00000043591;;ENSG00000050628;;ENSG00000059377;;ENSG00000065989;;ENSG00000073756;;ENSG00000075073;;ENSG00000077238;;ENSG00000078401;;ENSG00000080824;;ENSG00000091181;;ENSG00000091879;;ENSG00000095596;;ENSG00000100368;;ENSG00000100985;;ENSG00000102970;;ENSG00000105397;;ENSG00000105851;;ENSG00000106366;;ENSG00000108691;;ENSG00000110680;;ENSG00000110876;;ENSG00000112115;;ENSG00000113448;;ENSG00000113520;;ENSG00000113525;;ENSG00000113580;;ENSG00000115232;;ENSG00000115353;;ENSG00000115602;;ENSG00000117601;;ENSG00000120899;;ENSG00000122375;;ENSG00000123496;;ENSG00000125735;;ENSG00000128274;;ENSG00000131471;;ENSG00000131747;;ENSG00000132693;;ENSG00000132965;;ENSG00000133019;;ENSG00000133048;;ENSG00000134489;;ENSG00000135047;;ENSG00000137033;;ENSG00000138735;;ENSG00000143384;;ENSG00000143387;;ENSG00000144476;;ENSG00000145777;;ENSG00000145839;;ENSG00000152207;;ENSG00000154188;;ENSG00000156113;;ENSG00000159228;;ENSG00000159640;;ENSG00000160013;;ENSG00000161638;;ENSG00000163131;;ENSG00000164047;;ENSG00000164400;;ENSG00000164733;;ENSG00000164904;;ENSG00000165025;;ENSG00000166603;;ENSG00000168229;;ENSG00000168398;;ENSG00000168453;;ENSG00000169194;;ENSG00000169252;;ENSG00000169403;;ENSG00000169418;;ENSG00000169429;;ENSG00000169432;;ENSG00000169836;;ENSG00000170099;;ENSG00000170425;;ENSG00000170890;;ENSG00000171522;;ENSG00000171608;;ENSG00000172572;;ENSG00000173153;;ENSG00000173198;;ENSG00000174175;;ENSG00000174437;;ENSG00000175344;;ENSG00000180210;;ENSG00000180720;;ENSG00000180871;;ENSG00000181072;;ENSG00000181408;;ENSG00000183134;;ENSG00000183625;;ENSG00000183813;;ENSG00000184160;;ENSG00000184588;;ENSG00000184984;;ENSG00000185291;;ENSG00000185313;;ENSG00000186827;;ENSG00000188404;;ENSG00000188778;;ENSG00000196549;;ENSG00000196664;;ENSG00000196689;;ENSG00000204983;;ENSG00000205755;;ENSG00000211891;;ENSG00000213903;;ENSG00000213906;;ENSG00000232810;;ENSG00000239732;;ENSG00000243649;;ENSG00000262406|120
C0156147|ENSG00000085978;;ENSG00000096968;;ENSG00000105397;;ENSG00000113302;;ENSG00000136634;;ENSG00000162594;;ENSG00000167207;;ENSG00000168610;;ENSG00000188906;;ENSG00000196126;;ENSG00000197208;;ENSG00000197375;;ENSG00000198788;;ENSG00000237693|14
C0157916|ENSG00000018280;;ENSG00000026103;;ENSG00000056558;;ENSG00000100385;;ENSG00000105397;;ENSG00000112761;;ENSG00000118503;;ENSG00000134242;;ENSG00000134460;;ENSG00000136244;;ENSG00000138378;;ENSG00000159216;;ENSG00000163599;;ENSG00000164512;;ENSG00000175354;;ENSG00000179344;;ENSG00000179630;;ENSG00000185650;;ENSG00000185651;;ENSG00000196126;;ENSG00000196735;;ENSG00000198821;;ENSG00000204632;;ENSG00000206503;;ENSG00000223865;;ENSG00000232810;;ENSG00000234745;;ENSG00000240972|28
C0157917|ENSG00000018280;;ENSG00000026103;;ENSG00000056558;;ENSG00000100385;;ENSG00000105397;;ENSG00000112761;;ENSG00000118503;;ENSG00000134242;;ENSG00000134460;;ENSG00000136244;;ENSG00000138378;;ENSG00000159216;;ENSG00000163599;;ENSG00000164512;;ENSG00000175354;;ENSG00000179344;;ENSG00000179630;;ENSG00000185650;;ENSG00000185651;;ENSG00000196126;;ENSG00000196735;;ENSG00000198821;;ENSG00000204632;;ENSG00000206503;;ENSG00000223865;;ENSG00000232810;;ENSG00000234745;;ENSG00000240972|28
C0157918|ENSG00000018280;;ENSG00000026103;;ENSG00000056558;;ENSG00000100385;;ENSG00000105397;;ENSG00000112761;;ENSG00000118503;;ENSG00000134242;;ENSG00000134460;;ENSG00000136244;;ENSG00000138378;;ENSG00000159216;;ENSG00000163599;;ENSG00000164512;;ENSG00000175354;;ENSG00000179344;;ENSG00000179630;;ENSG00000185650;;ENSG00000185651;;ENSG00000196126;;ENSG00000196735;;ENSG00000198821;;ENSG00000204632;;ENSG00000206503;;ENSG00000223865;;ENSG00000232810;;ENSG00000234745;;ENSG00000240972|28
C0158360|ENSG00000001626;;ENSG00000010270;;ENSG00000083844;;ENSG00000086288;;ENSG00000086289;;ENSG00000105146;;ENSG00000105989;;ENSG00000106483;;ENSG00000131864;;ENSG00000141946;;ENSG00000165084;;ENSG00000187037;;ENSG00000188064;;ENSG00000204524;;ENSG00000258873|15
C0162674|ENSG00000025708;;ENSG00000048392;;ENSG00000107815;;ENSG00000114956;;ENSG00000125871;;ENSG00000138346;;ENSG00000140521;;ENSG00000141385;;ENSG00000151729;;ENSG00000166548;;ENSG00000171865;;ENSG00000177302;;ENSG00000197912;;ENSG00000198836;;ENSG00000209082;;ENSG00000210100;;ENSG00000256525|17
C0162809|ENSG00000011201;;ENSG00000075213;;ENSG00000077782;;ENSG00000100146;;ENSG00000101292;;ENSG00000101596;;ENSG00000107831;;ENSG00000120008;;ENSG00000125848;;ENSG00000128610;;ENSG00000136720;;ENSG00000138623;;ENSG00000139318;;ENSG00000140262;;ENSG00000144730;;ENSG00000147437;;ENSG00000158815;;ENSG00000163421;;ENSG00000163492;;ENSG00000165802;;ENSG00000167601;;ENSG00000171316;;ENSG00000173376;;ENSG00000187678|24
C0175702|ENSG00000006704;;ENSG00000009950;;ENSG00000009954;;ENSG00000049540;;ENSG00000049541;;ENSG00000071462;;ENSG00000077800;;ENSG00000086730;;ENSG00000106077;;ENSG00000106089;;ENSG00000106635;;ENSG00000106638;;ENSG00000106665;;ENSG00000106682;;ENSG00000106683;;ENSG00000130305;;ENSG00000146755;;ENSG00000158517;;ENSG00000165171;;ENSG00000165215;;ENSG00000175877;;ENSG00000176410;;ENSG00000176428;;ENSG00000188763;;ENSG00000189143;;ENSG00000196275;;ENSG00000263001|27
C0206157|ENSG00000105048;;ENSG00000138347;;ENSG00000143549;;ENSG00000143632;;ENSG00000157119;;ENSG00000163380;;ENSG00000165410;;ENSG00000183091;;ENSG00000198467;;ENSG00000234438;;ENSG00000239474|11
C0206698|ENSG00000012048;;ENSG00000055609;;ENSG00000065361;;ENSG00000066468;;ENSG00000070159;;ENSG00000078061;;ENSG00000080986;;ENSG00000087460;;ENSG00000105810;;ENSG00000105976;;ENSG00000108375;;ENSG00000117713;;ENSG00000121879;;ENSG00000133703;;ENSG00000138413;;ENSG00000139618;;ENSG00000139687;;ENSG00000141510;;ENSG00000141646;;ENSG00000146648;;ENSG00000157764;;ENSG00000157927;;ENSG00000163930;;ENSG00000163939;;ENSG00000164362;;ENSG00000165699;;ENSG00000171862;;ENSG00000182054;;ENSG00000185008;;ENSG00000196569;;ENSG00000196712;;ENSG00000198300;;ENSG00000213281;;ENSG00000239389;;ENSG00000284792|35
C0220624|ENSG00000007062;;ENSG00000008405;;ENSG00000019991;;ENSG00000026103;;ENSG00000041982;;ENSG00000044524;;ENSG00000067182;;ENSG00000082898;;ENSG00000087245;;ENSG00000089685;;ENSG00000089692;;ENSG00000091831;;ENSG00000100385;;ENSG00000100462;;ENSG00000100823;;ENSG00000100985;;ENSG00000101017;;ENSG00000103855;;ENSG00000105329;;ENSG00000105388;;ENSG00000105810;;ENSG00000105851;;ENSG00000105976;;ENSG00000106462;;ENSG00000106546;;ENSG00000106799;;ENSG00000106991;;ENSG00000109471;;ENSG00000113302;;ENSG00000113575;;ENSG00000113851;;ENSG00000119383;;ENSG00000120217;;ENSG00000120899;;ENSG00000121671;;ENSG00000121858;;ENSG00000123374;;ENSG00000123496;;ENSG00000126432;;ENSG00000128052;;ENSG00000128274;;ENSG00000128602;;ENSG00000130816;;ENSG00000131203;;ENSG00000131747;;ENSG00000131759;;ENSG00000134853;;ENSG00000135047;;ENSG00000135446;;ENSG00000138413;;ENSG00000139193;;ENSG00000141510;;ENSG00000141542;;ENSG00000141736;;ENSG00000142192;;ENSG00000142208;;ENSG00000142627;;ENSG00000146648;;ENSG00000149311;;ENSG00000150093;;ENSG00000153208;;ENSG00000157404;;ENSG00000163131;;ENSG00000164305;;ENSG00000164342;;ENSG00000164362;;ENSG00000164733;;ENSG00000166402;;ENSG00000166501;;ENSG00000167900;;ENSG00000168398;;ENSG00000168610;;ENSG00000169710;;ENSG00000171855;;ENSG00000173273;;ENSG00000178562;;ENSG00000182054;;ENSG00000183044;;ENSG00000185499;;ENSG00000196230;;ENSG00000196352;;ENSG00000196411;;ENSG00000196557;;ENSG00000196562;;ENSG00000197122;;ENSG00000198223;;ENSG00000198900;;ENSG00000198910;;ENSG00000239732|89
C0220701|ENSG00000006611;;ENSG00000007062;;ENSG00000013293;;ENSG00000032444;;ENSG00000042317;;ENSG00000042781;;ENSG00000046651;;ENSG00000070729;;ENSG00000072756;;ENSG00000080493;;ENSG00000081148;;ENSG00000084693;;ENSG00000085998;;ENSG00000095397;;ENSG00000100997;;ENSG00000101161;;ENSG00000101350;;ENSG00000101365;;ENSG00000102218;;ENSG00000102763;;ENSG00000104237;;ENSG00000104880;;ENSG00000105392;;ENSG00000105618;;ENSG00000106348;;ENSG00000106546;;ENSG00000107537;;ENSG00000107736;;ENSG00000111837;;ENSG00000112041;;ENSG00000112357;;ENSG00000112599;;ENSG00000112619;;ENSG00000112706;;ENSG00000113966;;ENSG00000115255;;ENSG00000116745;;ENSG00000117360;;ENSG00000117650;;ENSG00000117682;;ENSG00000121207;;ENSG00000121940;;ENSG00000122550;;ENSG00000122778;;ENSG00000125124;;ENSG00000129535;;ENSG00000130561;;ENSG00000130713;;ENSG00000132915;;ENSG00000133256;;ENSG00000134376;;ENSG00000136425;;ENSG00000136875;;ENSG00000137474;;ENSG00000138002;;ENSG00000139988;;ENSG00000140386;;ENSG00000140522;;ENSG00000140829;;ENSG00000141337;;ENSG00000144028;;ENSG00000147224;;ENSG00000148204;;ENSG00000148604;;ENSG00000149489;;ENSG00000150275;;ENSG00000153208;;ENSG00000156313;;ENSG00000156510;;ENSG00000156515;;ENSG00000157796;;ENSG00000162769;;ENSG00000163646;;ENSG00000163795;;ENSG00000163914;;ENSG00000164199;;ENSG00000164610;;ENSG00000164953;;ENSG00000165102;;ENSG00000165533;;ENSG00000166411;;ENSG00000167434;;ENSG00000167995;;ENSG00000170264;;ENSG00000170445;;ENSG00000173976;;ENSG00000174231;;ENSG00000175213;;ENSG00000179270;;ENSG00000182040;;ENSG00000183638;;ENSG00000185527;;ENSG00000186765;;ENSG00000186862;;ENSG00000187017;;ENSG00000187535;;ENSG00000188107;;ENSG00000188452;;ENSG00000196189;;ENSG00000197579;;ENSG00000198515;;ENSG00000198691;;ENSG00000198899;;ENSG00000210184;;ENSG00000214140;;ENSG00000235718;;ENSG00000265203;;ENSG00000268861;;ENSG00000278570|109
C0242383|ENSG00000000971;;ENSG00000066279;;ENSG00000078018;;ENSG00000080910;;ENSG00000087237;;ENSG00000100234;;ENSG00000101439;;ENSG00000104689;;ENSG00000111816;;ENSG00000113600;;ENSG00000116785;;ENSG00000118402;;ENSG00000123500;;ENSG00000125730;;ENSG00000130203;;ENSG00000134365;;ENSG00000134389;;ENSG00000136869;;ENSG00000140092;;ENSG00000143278;;ENSG00000143341;;ENSG00000144810;;ENSG00000166033;;ENSG00000166035;;ENSG00000166278;;ENSG00000167995;;ENSG00000168329;;ENSG00000168386;;ENSG00000173976;;ENSG00000198691;;ENSG00000205403;;ENSG00000225830;;ENSG00000243649;;ENSG00000244414;;ENSG00000254636|35
C0264694|ENSG00000064547;;ENSG00000064999;;ENSG00000070366;;ENSG00000076685;;ENSG00000091732;;ENSG00000107562;;ENSG00000108551;;ENSG00000109917;;ENSG00000110243;;ENSG00000112137;;ENSG00000118526;;ENSG00000132693;;ENSG00000135100;;ENSG00000136378;;ENSG00000136840;;ENSG00000138442;;ENSG00000143126;;ENSG00000148842;;ENSG00000154305;;ENSG00000158186;;ENSG00000159202;;ENSG00000159210;;ENSG00000159640;;ENSG00000162407;;ENSG00000167720;;ENSG00000175164;;ENSG00000178537;;ENSG00000182218;;ENSG00000198743|29
C0265010|ENSG00000065534;;ENSG00000092969;;ENSG00000106799;;ENSG00000107796;;ENSG00000113083;;ENSG00000133392;;ENSG00000133704;;ENSG00000163513;;ENSG00000166147;;ENSG00000166949;;ENSG00000168542;;ENSG00000182492;;ENSG00000185532;;ENSG00000186790;;ENSG00000187720;;ENSG00000197614|16
C0265012|ENSG00000065534;;ENSG00000092969;;ENSG00000106799;;ENSG00000107796;;ENSG00000113083;;ENSG00000133392;;ENSG00000133704;;ENSG00000163513;;ENSG00000166147;;ENSG00000166949;;ENSG00000168542;;ENSG00000182492;;ENSG00000185532;;ENSG00000186790;;ENSG00000187720;;ENSG00000197614|16
C0265338|ENSG00000049618;;ENSG00000073584;;ENSG00000099956;;ENSG00000117713;;ENSG00000124766;;ENSG00000127616;;ENSG00000133884;;ENSG00000139613;;ENSG00000176887;;ENSG00000189079|10
C0265965|ENSG00000092330;;ENSG00000102977;;ENSG00000115657;;ENSG00000118655;;ENSG00000130826;;ENSG00000132199;;ENSG00000140694;;ENSG00000141499;;ENSG00000145912;;ENSG00000164362;;ENSG00000176890;;ENSG00000178971;;ENSG00000182117;;ENSG00000258366;;ENSG00000270141|15
C0266463|ENSG00000004848;;ENSG00000007168;;ENSG00000009830;;ENSG00000066032;;ENSG00000066629;;ENSG00000068796;;ENSG00000072864;;ENSG00000077279;;ENSG00000078900;;ENSG00000085998;;ENSG00000091136;;ENSG00000106692;;ENSG00000111860;;ENSG00000115266;;ENSG00000118600;;ENSG00000127603;;ENSG00000130559;;ENSG00000130640;;ENSG00000130714;;ENSG00000131462;;ENSG00000133424;;ENSG00000139324;;ENSG00000140854;;ENSG00000144647;;ENSG00000162885;;ENSG00000164885;;ENSG00000167552;;ENSG00000169372;;ENSG00000173402;;ENSG00000174684;;ENSG00000181027;;ENSG00000185900;;ENSG00000189056;;ENSG00000213593;;ENSG00000214960|35
C0266468|ENSG00000100749;;ENSG00000107371;;ENSG00000109618;;ENSG00000116337;;ENSG00000131165;;ENSG00000146282;;ENSG00000154743;;ENSG00000170892;;ENSG00000172409;;ENSG00000182173|10
C0266483|ENSG00000004848;;ENSG00000007168;;ENSG00000009830;;ENSG00000066032;;ENSG00000066629;;ENSG00000068796;;ENSG00000072864;;ENSG00000077279;;ENSG00000078900;;ENSG00000085998;;ENSG00000091136;;ENSG00000106692;;ENSG00000111860;;ENSG00000115266;;ENSG00000118600;;ENSG00000127603;;ENSG00000130559;;ENSG00000130640;;ENSG00000130714;;ENSG00000131462;;ENSG00000133424;;ENSG00000139324;;ENSG00000140854;;ENSG00000144647;;ENSG00000162885;;ENSG00000164885;;ENSG00000167552;;ENSG00000169372;;ENSG00000173402;;ENSG00000174684;;ENSG00000181027;;ENSG00000185900;;ENSG00000189056;;ENSG00000213593;;ENSG00000214960|35
C0268237|ENSG00000006695;;ENSG00000014919;;ENSG00000118246;;ENSG00000126267;;ENSG00000133028;;ENSG00000136463;;ENSG00000138095;;ENSG00000148290;;ENSG00000162377;;ENSG00000168275;;ENSG00000176340;;ENSG00000178449;;ENSG00000178741;;ENSG00000183513;;ENSG00000183978;;ENSG00000198712;;ENSG00000198804;;ENSG00000198938;;ENSG00000203667;;ENSG00000229833;;ENSG00000232838;;ENSG00000256053;;ENSG00000284194|23
C0271084|ENSG00000000971;;ENSG00000107679;;ENSG00000116785;;ENSG00000125730;;ENSG00000125731;;ENSG00000125733;;ENSG00000125734;;ENSG00000125735;;ENSG00000141968;;ENSG00000162687;;ENSG00000166033;;ENSG00000244414;;ENSG00000254636|13
C0278878|ENSG00000049656;;ENSG00000101216;;ENSG00000101246;;ENSG00000125520;;ENSG00000130584;;ENSG00000146648;;ENSG00000147883;;ENSG00000147889;;ENSG00000164362;;ENSG00000164363;;ENSG00000174358;;ENSG00000176399;;ENSG00000197114;;ENSG00000197457;;ENSG00000203896;;ENSG00000243509;;ENSG00000258366|17
C0280725|ENSG00000012048;;ENSG00000055609;;ENSG00000065361;;ENSG00000066468;;ENSG00000070159;;ENSG00000078061;;ENSG00000080986;;ENSG00000087460;;ENSG00000105810;;ENSG00000105976;;ENSG00000108375;;ENSG00000117713;;ENSG00000121879;;ENSG00000133703;;ENSG00000138413;;ENSG00000139618;;ENSG00000139687;;ENSG00000141510;;ENSG00000141646;;ENSG00000146648;;ENSG00000157764;;ENSG00000157927;;ENSG00000163930;;ENSG00000163939;;ENSG00000164362;;ENSG00000165699;;ENSG00000171862;;ENSG00000182054;;ENSG00000185008;;ENSG00000196569;;ENSG00000196712;;ENSG00000198300;;ENSG00000213281;;ENSG00000239389;;ENSG00000284792|35
C0282528|ENSG00000034693;;ENSG00000107537;;ENSG00000108733;;ENSG00000112357;;ENSG00000121680;;ENSG00000124587;;ENSG00000127980;;ENSG00000131779;;ENSG00000139197;;ENSG00000142655;;ENSG00000157911;;ENSG00000162735;;ENSG00000162928;;ENSG00000164751;;ENSG00000215193|15
C0282577|ENSG00000000419;;ENSG00000033011;;ENSG00000033170;;ENSG00000071553;;ENSG00000079739;;ENSG00000084774;;ENSG00000086062;;ENSG00000086848;;ENSG00000088035;;ENSG00000101901;;ENSG00000102100;;ENSG00000102158;;ENSG00000103051;;ENSG00000116406;;ENSG00000119523;;ENSG00000128039;;ENSG00000129255;;ENSG00000133103;;ENSG00000134851;;ENSG00000134910;;ENSG00000135775;;ENSG00000136710;;ENSG00000136908;;ENSG00000137700;;ENSG00000138821;;ENSG00000140650;;ENSG00000143641;;ENSG00000153989;;ENSG00000157353;;ENSG00000159063;;ENSG00000162236;;ENSG00000163527;;ENSG00000163933;;ENSG00000164414;;ENSG00000164597;;ENSG00000164615;;ENSG00000166685;;ENSG00000168282;;ENSG00000168434;;ENSG00000172269;;ENSG00000175283;;ENSG00000178802;;ENSG00000179085;;ENSG00000180879;;ENSG00000181830;;ENSG00000182220;;ENSG00000182858;;ENSG00000187676;;ENSG00000213380;;ENSG00000214160;;ENSG00000239857;;ENSG00000244038;;ENSG00000244045;;ENSG00000253710|54
C0342200|ENSG00000009765;;ENSG00000042832;;ENSG00000091137;;ENSG00000101849;;ENSG00000105641;;ENSG00000107249;;ENSG00000115705;;ENSG00000125618;;ENSG00000126351;;ENSG00000133124;;ENSG00000134200;;ENSG00000136352;;ENSG00000140274;;ENSG00000140279;;ENSG00000147255;;ENSG00000165409;;ENSG00000167548;;ENSG00000174417;;ENSG00000178919;;ENSG00000183072|20
C0345904|ENSG00000007062;;ENSG00000037280;;ENSG00000063176;;ENSG00000066468;;ENSG00000068078;;ENSG00000069667;;ENSG00000077782;;ENSG00000079277;;ENSG00000081051;;ENSG00000087586;;ENSG00000099875;;ENSG00000101266;;ENSG00000102854;;ENSG00000103653;;ENSG00000105329;;ENSG00000105851;;ENSG00000105976;;ENSG00000106799;;ENSG00000106991;;ENSG00000107984;;ENSG00000112715;;ENSG00000113721;;ENSG00000113851;;ENSG00000116478;;ENSG00000119888;;ENSG00000120217;;ENSG00000120889;;ENSG00000128052;;ENSG00000128274;;ENSG00000131747;;ENSG00000131759;;ENSG00000138413;;ENSG00000140443;;ENSG00000141542;;ENSG00000143365;;ENSG00000146648;;ENSG00000147257;;ENSG00000149136;;ENSG00000157404;;ENSG00000160867;;ENSG00000163599;;ENSG00000164362;;ENSG00000164400;;ENSG00000168610;;ENSG00000170989;;ENSG00000172270;;ENSG00000183955;;ENSG00000185499;;ENSG00000196664;;ENSG00000197272;;ENSG00000205274;;ENSG00000207605;;ENSG00000282608|53
C0346629|ENSG00000078098;;ENSG00000096717;;ENSG00000105388;;ENSG00000119888;;ENSG00000120217;;ENSG00000134853;;ENSG00000146648;;ENSG00000162551;;ENSG00000165731;;ENSG00000168036;;ENSG00000169710;;ENSG00000185420;;ENSG00000187323;;ENSG00000198900|14
C0348343|ENSG00000000971;;ENSG00000012223;;ENSG00000012779;;ENSG00000019991;;ENSG00000037280;;ENSG00000046774;;ENSG00000047936;;ENSG00000048052;;ENSG00000049249;;ENSG00000073756;;ENSG00000074181;;ENSG00000077782;;ENSG00000078098;;ENSG00000080824;;ENSG00000085377;;ENSG00000085563;;ENSG00000087245;;ENSG00000087586;;ENSG00000089685;;ENSG00000089692;;ENSG00000090932;;ENSG00000096384;;ENSG00000100985;;ENSG00000101162;;ENSG00000102854;;ENSG00000104332;;ENSG00000104689;;ENSG00000105329;;ENSG00000105388;;ENSG00000105810;;ENSG00000105976;;ENSG00000106211;;ENSG00000106462;;ENSG00000106799;;ENSG00000106991;;ENSG00000108799;;ENSG00000109471;;ENSG00000110195;;ENSG00000112715;;ENSG00000113721;;ENSG00000114383;;ENSG00000115008;;ENSG00000116478;;ENSG00000119888;;ENSG00000120129;;ENSG00000120217;;ENSG00000120899;;ENSG00000121594;;ENSG00000121858;;ENSG00000122375;;ENSG00000123374;;ENSG00000124260;;ENSG00000126934;;ENSG00000127445;;ENSG00000128052;;ENSG00000128271;;ENSG00000128274;;ENSG00000128951;;ENSG00000130816;;ENSG00000131203;;ENSG00000131747;;ENSG00000133703;;ENSG00000134058;;ENSG00000134250;;ENSG00000134460;;ENSG00000134470;;ENSG00000134853;;ENSG00000135446;;ENSG00000135679;;ENSG00000136634;;ENSG00000136807;;ENSG00000137193;;ENSG00000140443;;ENSG00000141424;;ENSG00000141736;;ENSG00000143171;;ENSG00000143365;;ENSG00000143499;;ENSG00000146242;;ENSG00000146648;;ENSG00000147257;;ENSG00000147381;;ENSG00000149311;;ENSG00000149554;;ENSG00000150093;;ENSG00000155495;;ENSG00000157404;;ENSG00000157765;;ENSG00000163599;;ENSG00000163687;;ENSG00000164362;;ENSG00000165731;;ENSG00000166598;;ENSG00000167601;;ENSG00000167653;;ENSG00000169032;;ENSG00000170276;;ENSG00000170312;;ENSG00000170425;;ENSG00000170989;;ENSG00000171094;;ENSG00000171522;;ENSG00000171631;;ENSG00000172009;;ENSG00000172889;;ENSG00000175591;;ENSG00000180616;;ENSG00000181847;;ENSG00000184033;;ENSG00000184292;;ENSG00000184937;;ENSG00000185499;;ENSG00000186912;;ENSG00000187764;;ENSG00000196083;;ENSG00000196230;;ENSG00000196352;;ENSG00000196411;;ENSG00000196549;;ENSG00000196664;;ENSG00000196776;;ENSG00000197046;;ENSG00000198681;;ENSG00000198900;;ENSG00000213281;;ENSG00000221867;;ENSG00000239732;;ENSG00000244165;;ENSG00000257365;;ENSG00000262406;;ENSG00000277443|131
C0348374|ENSG00000049656;;ENSG00000099810;;ENSG00000101216;;ENSG00000101246;;ENSG00000108947;;ENSG00000125520;;ENSG00000129194;;ENSG00000129214;;ENSG00000129226;;ENSG00000129244;;ENSG00000129245;;ENSG00000129255;;ENSG00000130584;;ENSG00000141499;;ENSG00000141504;;ENSG00000141510;;ENSG00000147697;;ENSG00000147883;;ENSG00000147889;;ENSG00000161956;;ENSG00000161960;;ENSG00000164362;;ENSG00000164363;;ENSG00000174358;;ENSG00000176399;;ENSG00000183914;;ENSG00000197114;;ENSG00000197457;;ENSG00000203896;;ENSG00000243509;;ENSG00000258366|31
C0375359|ENSG00000067182;;ENSG00000070019;;ENSG00000085563;;ENSG00000090339;;ENSG00000099866;;ENSG00000100985;;ENSG00000101665;;ENSG00000106546;;ENSG00000108443;;ENSG00000110148;;ENSG00000110324;;ENSG00000111144;;ENSG00000115232;;ENSG00000117601;;ENSG00000120899;;ENSG00000124721;;ENSG00000127318;;ENSG00000128604;;ENSG00000132434;;ENSG00000137275;;ENSG00000139610;;ENSG00000139626;;ENSG00000143839;;ENSG00000151623;;ENSG00000160703;;ENSG00000162594;;ENSG00000163464;;ENSG00000168610;;ENSG00000168811;;ENSG00000169194;;ENSG00000169245;;ENSG00000170989;;ENSG00000171522;;ENSG00000172156;;ENSG00000173585;;ENSG00000175354;;ENSG00000180871;;ENSG00000181634;;ENSG00000197561;;ENSG00000232810;;ENSG00000243646;;ENSG00000258839;;ENSG00000267534|43
C0376358|ENSG00000005339;;ENSG00000017427;;ENSG00000037280;;ENSG00000048462;;ENSG00000050165;;ENSG00000051382;;ENSG00000074266;;ENSG00000076351;;ENSG00000082898;;ENSG00000086205;;ENSG00000087245;;ENSG00000087586;;ENSG00000090339;;ENSG00000091831;;ENSG00000100393;;ENSG00000101846;;ENSG00000102245;;ENSG00000103855;;ENSG00000105146;;ENSG00000105641;;ENSG00000105851;;ENSG00000106211;;ENSG00000106462;;ENSG00000107984;;ENSG00000109084;;ENSG00000109163;;ENSG00000109471;;ENSG00000111424;;ENSG00000111537;;ENSG00000116014;;ENSG00000118432;;ENSG00000118515;;ENSG00000119888;;ENSG00000120217;;ENSG00000120907;;ENSG00000121858;;ENSG00000121879;;ENSG00000128271;;ENSG00000131203;;ENSG00000134853;;ENSG00000135446;;ENSG00000135679;;ENSG00000136869;;ENSG00000137070;;ENSG00000137462;;ENSG00000138356;;ENSG00000139278;;ENSG00000139618;;ENSG00000140009;;ENSG00000140459;;ENSG00000141736;;ENSG00000141867;;ENSG00000142208;;ENSG00000142515;;ENSG00000143171;;ENSG00000143799;;ENSG00000146242;;ENSG00000147437;;ENSG00000147955;;ENSG00000151617;;ENSG00000160654;;ENSG00000163220;;ENSG00000163599;;ENSG00000164362;;ENSG00000164400;;ENSG00000164647;;ENSG00000166851;;ENSG00000167244;;ENSG00000167653;;ENSG00000167751;;ENSG00000167900;;ENSG00000169083;;ENSG00000169925;;ENSG00000170276;;ENSG00000170498;;ENSG00000173638;;ENSG00000178562;;ENSG00000178999;;ENSG00000183765;;ENSG00000185483;;ENSG00000186827;;ENSG00000188822;;ENSG00000196139;;ENSG00000196352;;ENSG00000198851;;ENSG00000204217;;ENSG00000204256;;ENSG00000204385;;ENSG00000213281;;ENSG00000213903;;ENSG00000239732;;ENSG00000253729;;ENSG00000263639|93
